sentiment_group,observations,avg_daily_pnl,median_daily_pnl,avg_win_rate,avg_trades_per_day,avg_risk_proxy,avg_long_ratio,avg_trade_size_usd
Fear,587,5496.170182221465,94.077376,0.35371538522025275,88.26746166950596,1692.132895274016,0.5352204522786832,7388.756963076194
Greed,991,3339.247629706357,263.914304,0.35491494177911614,68.81231079717458,2020.5533066033768,0.48385528724157406,6234.322777659668
