Account,date,daily_pnl,trades_per_day,win_rate,avg_trade_size_usd,long_ratio,short_ratio,risk_proxy,fees,classification,value,sentiment_group
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-01-27,4321.583225,31,0.5806451612903226,1396.8890322580644,0.7741935483870968,0.22580645161290322,116.47201135010552,15.156218,Greed,71.0,Greed
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-01-29,0.0,13,0.0,452.09615384615387,0.15384615384615385,0.8461538461538461,386.38192028470195,2.057023,Greed,72.0,Greed
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-01-30,0.0,9,0.0,307.96333333333337,0.0,1.0,111.2163977513323,0.970079,Greed,70.0,Greed
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-01-31,151.311363,66,0.24242424242424243,527.1548484848485,0.22727272727272727,0.7727272727272727,19.750758318476034,12.177244,Extreme Greed,76.0,Greed
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-01,1579.909758,60,0.48333333333333334,615.154,0.5666666666666667,0.43333333333333335,88.0995120655256,12.918201,Greed,68.0,Greed
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-02,1023.934713,60,0.25,1069.4091666666668,0.9666666666666667,0.03333333333333333,647.2147921353983,22.457569,Greed,60.0,Greed
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-03,1474.607584,138,0.4855072463768116,1645.3448550724638,0.5144927536231884,0.4855072463768116,562.4778870223969,79.470085,Fear,44.0,Fear
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-04,0.0,6,0.0,462.50499999999994,0.0,1.0,184.99466942817048,0.971256,Greed,72.0,Greed
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-05,554.257954,20,0.6,554.9604999999999,0.6,0.4,27.79540019357297,3.8847129999999996,Neutral,54.0,Neutral/Other
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-07,0.0,6,0.0,277.15333333333336,0.0,1.0,277.15333333333336,0.582022,Fear,44.0,Fear
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-08,131.753274,8,0.875,329.95875,0.875,0.125,70.47699245484779,0.923882,Fear,44.0,Fear
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-09,312.034872,65,0.3076923076923077,322.47153846153844,0.35384615384615387,0.6461538461538462,79.74741718830231,7.336186,Neutral,46.0,Neutral/Other
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-10,131.17446,46,0.15217391304347827,585.3667391304348,0.3695652173913043,0.6304347826086957,241.05585024981886,9.424385,Fear,43.0,Fear
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-11,56.537437,19,0.2631578947368421,569.5515789473684,0.2631578947368421,0.7368421052631579,29.399002561673885,3.787513,Neutral,47.0,Neutral/Other
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-12,299.669854,30,0.7666666666666667,410.9486666666666,0.8666666666666667,0.13333333333333333,5.85402436443637,4.314933,Neutral,46.0,Neutral/Other
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-13,181.456277,25,0.44,264.2908,0.44,0.56,89.22045900798531,2.312537,Neutral,50.0,Neutral/Other
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-14,0.0,10,0.0,254.971,0.0,1.0,99.9209556983754,0.892394,Neutral,48.0,Neutral/Other
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-15,49.98382900000001,9,0.3333333333333333,437.9866666666667,1.0,0.0,16.57250786609519,1.379656,Neutral,50.0,Neutral/Other
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-16,0.0,1,0.0,555.02,0.0,1.0,555.02,0.194256,Neutral,54.0,Neutral/Other
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-17,0.0,20,0.0,510.6405,0.0,1.0,349.62268553789875,3.5744730000000002,Neutral,51.0,Neutral/Other
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-18,950.815596,23,0.9130434782608695,644.1191304347826,0.9130434782608695,0.08695652173913043,127.76743849327816,5.185141,Neutral,47.0,Neutral/Other
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-19,0.0,9,0.0,832.99,0.0,1.0,41.6968395131214,2.623911,Fear,44.0,Fear
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-22,-80.922744,18,0.0,343.5022222222222,0.05555555555555555,0.9444444444444444,261.07228103702187,2.164054,Neutral,49.0,Neutral/Other
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-23,63.922728,24,0.041666666666666664,574.5508333333333,0.041666666666666664,0.9583333333333334,314.217724504825,4.826209,Neutral,50.0,Neutral/Other
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-24,1282.097568,55,0.6363636363636364,874.9930909090909,0.9090909090909091,0.09090909090909091,62.06874466523389,16.843593,Neutral,49.0,Neutral/Other
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-25,0.0,4,0.0,1249.875,1.0,0.0,1226.659245088761,1.749824,Fear,25.0,Fear
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-26,108.13869,14,0.07142857142857142,642.3542857142858,0.0,1.0,616.7581865613578,3.147529,Extreme Fear,21.0,Fear
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-27,0.0,1,0.0,2499.69,1.0,0.0,2499.69,0.874891,Extreme Fear,10.0,Fear
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-28,268.367925,19,0.5263157894736842,1126.7694736842104,0.7368421052631579,0.2631578947368421,872.9521213271255,7.493002000000001,Extreme Fear,16.0,Fear
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-03-03,468.35197800000003,68,0.3382352941176471,575.8669117647058,0.47058823529411764,0.5294117647058824,195.30800063170838,13.705607,Fear,33.0,Fear
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-03-04,54.2704,8,0.125,1117.82,1.0,0.0,962.3379670180673,3.1298969999999997,Extreme Fear,15.0,Fear
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-03-05,34.86435,34,0.11764705882352941,543.1394117647059,0.0,1.0,484.02469586632435,6.463336,Extreme Fear,20.0,Fear
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-03-06,0.0,7,0.0,110.53285714285714,0.0,1.0,4.419415948630262,0.270798,Fear,25.0,Fear
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-03-07,9.266712,2,0.5,554.57,0.5,0.5,260.0713176064442,0.388198,Fear,34.0,Fear
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-03-09,969.56792,35,0.9428571428571428,241.43400000000003,0.9428571428571428,0.05714285714285714,5.585469697724768,2.957549,Fear,27.0,Fear
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-03-10,0.0,3,0.0,1666.1666666666667,1.0,0.0,1621.9793650793652,1.749475,Extreme Fear,20.0,Fear
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-03-11,94.48255800000001,8,0.75,1261.5125,0.125,0.875,463.4427461266572,3.532232,Extreme Fear,24.0,Fear
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-03-12,0.0,3,0.0,666.82,1.0,0.0,269.97971075833965,0.700161,Fear,34.0,Fear
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-03-13,0.0,11,0.0,383.9627272727273,1.0,0.0,1.543960187311439,1.478244,Neutral,45.0,Neutral/Other
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-03-14,364.03788,5,1.0,1317.608,0.0,1.0,7.3034420540873075,2.30581,Fear,27.0,Fear
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-03-18,185.307189,24,0.5,445.26666666666665,0.5,0.5,169.15032660774528,3.740228,Fear,34.0,Fear
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-03-19,0.0,9,0.0,598.3033333333333,0.0,1.0,557.2964004346645,1.88465,Fear,32.0,Fear
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-03-20,65.297516,11,0.6363636363636364,483.58363636363634,1.0,0.0,100.70408708803993,1.861792,Neutral,49.0,Neutral/Other
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-03-21,0.0,2,0.0,443.555,0.0,1.0,443.555,0.31048699999999996,Fear,31.0,Fear
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-03-22,-41.40918,4,0.0,287.38,0.5,0.5,139.55184434769185,0.40233399999999997,Fear,32.0,Fear
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-03-23,178.247768,37,0.2972972972972973,554.7635135135135,0.2972972972972973,0.7027027027027027,282.9407009942706,7.184167,Fear,30.0,Fear
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-03-24,0.0,78,0.0,559.9092307692307,0.0,1.0,140.3638075453303,15.285498,Neutral,45.0,Neutral/Other
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-03-25,994.196069,36,0.6944444444444444,1272.072777777778,0.7222222222222222,0.2777777777777778,101.71490631050253,16.028101,Neutral,46.0,Neutral/Other
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-03-26,27.5033,9,0.1111111111111111,744.4566666666666,0.1111111111111111,0.8888888888888888,61.66488116573693,2.345032,Neutral,47.0,Neutral/Other
