risk_segment,sentiment_group,observations,avg_daily_pnl,avg_win_rate,avg_risk_proxy,avg_trades
High Leverage Proxy,Fear,146,11615.974357657533,0.34664385711632445,5218.558471888938,93.15068493150685
High Leverage Proxy,Greed,274,2518.2295168102187,0.2936275701298745,5368.141855296417,37.543795620437955
Low Leverage Proxy,Fear,247,4306.868048510121,0.3498451508894999,216.96517515992053,108.98380566801619
Low Leverage Proxy,Greed,314,120.47997343630571,0.3605907260968672,115.93055492503478,119.48089171974522
Mid Leverage Proxy,Fear,194,2404.758931773196,0.36396482327628105,916.4024451833102,58.21649484536083
Mid Leverage Proxy,Greed,403,6405.381642119106,0.3921619481218418,1228.5242288989261,50.593052109181144
